"@title","Bahasa Indonesia"
"#02716","Drive: <0>"
"#02717","Designing..."
"#02718","In Wind Tunnel"
"#02719","Test Drive"
"#02720","=#02402"
"#02721","Vcl Dev Results"
"#02722","=#02347"
"#02723","Dev Results"
"#02724","<0> more needed"
"#02725","Go to the shop"
"#02726","Get for free!"
"#02727","Enter GP"
"#02728","Enter Grand Prix"
"#02729","New Races Available"
"#02730","Select a new race to enter."
"#02731","All Races"
"#02732","Races (<0>)"
"#02733","GP (<0>)"
"#02734","VS (<0>)"
"#02735","No available GPs."
"#02736","No available races."
"#02737","No available VS races."
"#02738","Until <0>/<1>"
"#02739","Current Points"
"#02740","Searching"
"#02741","Find an opponent"
"#02742","Come back a bit later."
"#02743","Race against another team"
"#02744","New license"
"#02745","View schedule"
"#02746","Pay <0> to find an opponent"
"#02747","Finish the trial within the required time."
"#02748","Win Chance:"
"#02749","First Try"
"#02750","First try at this race."
"#02751","Fans"
"#02752","Start!"
"#02753","Find Other"
"#02754","It's on!"
"#02755","Accept"
"#02756","Let's drive!"
"#02757","New Races"
"#02758","Advance"
"#02759","Use the <0> to advance to higher-rank races."
"#02760","Enter Race"
"#02761","Enter VS Race"
"#02762","Time Remaining"
"#02763","There are currently"
"#02764","no races you can enter."
"#02765","Level"
"#02766","Win Rate:"
"#02767","<1>/<0>"
"#02768","Victory"
"#02769","Defeat"
"#02770","=#02406"
"#02771","Rank Pts"
"#02772","Top Prize"
"#02773","100% Prize"
"#02774","EXP <co=0000ff>x <0></co>!"
"#02775","Reqs."
"#02776","None"
"#02777","Enter"
"#02778","Win Chance"
"#02779","Enter <0>"
"#02780","Change Parts"
"#02781","Select parts to install."
"#02782","The <0> is already installed."
"#02783","<0> already installed"
"#02784","Upgrade Complete"
"#02785","The <0> has been upgraded to grade <1>!"
"#02786","=#02649"
"#02787","Upgrade Vehicle"
"#02788","Upgrade Part"
"#02789","Max grade reached"
"#02790","<pic=icon,<0>> <1> required"
"#02791","Materials (0/0)"
"#02792","Materials (<0>)"
"#02793","Not enough materials."
"#02794","Upgrade Cost"
"#02795","Cannot be upgraded any more."
"#02796","You don't have the tech required for an upgrade."
"#02797","You don't have the materials (<co=3c64c8><0></co>) required for an upgrade."
"#02798","Insufficcient <pic=pt> Research Data."
"#02799","Invite Bonus Campaign"
"#02800","People who started app"
"#02801","For issuing your first invite URL"
"#02802","For <0> people starting the app"
"#02803","This campaign ends in <0> day(s)."
"#02804","Generate Invite URL"
"#02805","Friend Invite Grand Prix Story 2"
"#02806","Hey, check out Grand Prix Story 2 for Android!<br><br>You can download it here:<br><0>"
"#02807","Equip Crystals"
"#02808","Tap a hole!"
"#02809","You don't have a <0>."
"#02810","Get Crystals"
"#02811","You got <co=3c64c8><0></co> Crystal(s)!"
"#02812","Vehicle to Race"
"#02813","=#00633"
"#02814","Vehicle to Repair"
"#02815","Repair"
"#02816","Vehicle Types"
"#02817","Select display vehicle"
"#02818","Display"
"#02819","Grip"
"#02820","=#01866"
"#02821","Style"
"#02822","Grade"
"#02823","Potential"
"#02824","Broken"
"#02825","V. Type: <0>"
"#02826","Body: <0>"
"#02827","Ability: <0>"
"#02828","Developing: <0>%"
"#02829","Dismantling: <0>%"
"#02830","Upgrading: <0>%"
"#02831","Complete?"
"#02832","=#01865"
"#02833","Develop New Vehicle"
"#02834","=#02678"
"#02835","Vehicles Acquired:"
"#02836","No space in Garage."
"#02837","Insufficient GP Medals."
"#02838","Fix?<br>GP Medal Cost:<co=3c64c8> <0></co>."
"#02839","Insufficient <pic=pt> Research Data."
"#02840","Use <co=3c64c8><0></co> <pic=pt> Research Data to recover Durability."
"#02841","Cannot store any more kits."
"#02842","Dismantle the <0> into a kit."
"#02843","Store parts in the Warehouse and sell for <1>.<br><co=ff0000>*Will be permanently deleted."
"#02844","Sell the <0> for <1>.<br><co=ff0000>*Will be permanently deleted."
"#02845","Vehicle Name"
"#02846","You don't have any parts that can be installed there."
"#02847","New Vehicle Type"
"#02848","New Drive Type"
"#02849","=#00974"
"#02850","New Sponsor"
"#02851","New Training"
"#02852","New Facility"
"#02853","Getting Facilities"
"#02854","New vehicle type unlocked:<br><co=3c64c8><0></co>!"
"#02855","New drive type unlocked:<br><co=3c64c8><0></co>!"
"#02856","<0> x <co=3c64c8><1></co> acquired!"
"#02857","New sponsor unlocked:<br><co=3c64c8><0></co>!"
"#02858","New training unlocked: <co=3c64c8><0></co>!"
"#02859","New facility unlocked: <co=3c64c8><0></co>!"
"#02860","Acquired new facility:<co=3c64c8> <0> </co>!"
"#02861","New Race"
"#02862","New race unlocked: <co=3c64c8><0></co>!"
"#02863","<co=3c64c8><0></co> x<co=3c64c8> <1>"
"#02864","<co=3c64c8><0>"
"#02865","<0> acquired!"
"#02866","<1> acquired from <0>!"
"#02867","Gift"
"#02868","Wairo Inc."
"#02869","Exchanged GP Medals for: <0>!"
"#02870","Rank Up!"
"#02871","Your team's rank has increased!"
"#02872","Menerima <co=3c64c8><1> x <2></co> from <0>!"
"#02873","Hasil pertandingan"
"#02874","<co=3c64c8><0></co> kamu dikalahkan..."
"#02875","Kamu mengalahkan <co=3c64c8><0></co>!"
"#02876","active"
"#02877","Bonus Reward"
"#02878","<co=3c64c8><0> </co>x <co=3c64c8><1>"
"#02879","=#02864"
"#02880","=#02866"
"#02881","Harta karun"
"#02882"," acquired!"
"#02883","<co=3c64c8><0> </co>x<co=3c64c8> <1> </co>acquired! Your friend will also get <2>!"
"#02884","=#02642"
"#02885","=#02815"
"#02886","You have no members."
"#02887","Mengembangkan kendaraan..."
"#02888","Researching…"
"#02889","Upgrading part..."
"#02890","Upgrading vehicle..."
"#02891","=#02612"
"#02892","=#02649"
"#02893","Complete in <co=3c64c8><0>"
"#02894","Research Team"
"#02895","Start Research"
"#02896","Dev Team"
"#02897","With <0> dev. capacity, "
"#02898","saya"
"#02899","kami"
"#02900","Use This Team"
"#02901","Tuning Team"
"#02902","Mulai penyetelan"
"#02903","Assign toTeam"
"#02904","Assign to"
"#02905","Upgrade Team"
"#02906","Begin Upgrade"
"#02907","Begin the upgrade?<br>*The <0> will be lost in the process."
"#02908","Race Team"
"#02909","Pilih"
"#02910","Dismantling Team"
"#02911","Dismantle Vehicle"
"#02912","Renewal:"
"#02913","No team members to train."
"#02914","There are no members."
"#02915","There are no repairable vehicles."
"#02916","Mereka sibuk."
"#02917","Before playing..."
"#02918","Baca dan setuju pada persetujuan."
"#02919","Periksa"
"#02920","Setuju dan Mulai"
"#02921","Penelitian teknologi baru"
"#02922","Tune Vehicle"
"#02923","Times Tuned"
"#02924","=#02678"
"#02925","Sentuh untuk memilih penyetalan kendaraan"
"#02926","Sentuh untuk mulai Penelitian"
"#02927","Develop Vehicle"
"#02928","=#02788"
"#02929","Dismiss <0>?"
"#02930","Tampilkan Lisensi"
"#02931","Lisensi Baru"
"#02932","=#01056"
"#02933","Pusat Lisensi"
"#02934","Application Fee"
"#02935",", "
"#02936","Required for entering the <0>."
"#02937","Take Test"
"#02938","Acquired"
"#02939","The date has changed."
"#02940","<0> consecutive days!"
"#02941","Dapat Bonus"
"#02942","<0>/<1> (<2>) News"
"#02943","<br><co=3c64c8> Just in!"
"#02944","The <0> is available until <1>/<2> "
"#02945","<br> <co=3c64c8>Available Now!"
"#02946","<br> <co=3c64c8>Entry Now Open!"
"#02947","*Get more of the same type for upgrades!"
"#02948","=#02841"
"#02949","Ditingkatkan <0>!"
"#02950","Mempelajari <0>!"
"#02951","Kemampuan <0>"
"#02952","Pelajari yang mana ?"
"#02953","<0> left"
"#02954","There are no races planned."
"#02955","Nothing available to research."
"#02956","Racing Team Registration"
"#02957","Team Owner Registration"
"#02958","Warna Tim"
"#02959","Slnjt >>"
"#02960","Jenis kelamin"
"#02961","Wajah"
"#02962","CV"
"#02963","=#01866"
"#02964","Mulai"
"#02965","=#02445"
"#02966","Precautions for Purchases"
"#02967","Medal Purchase History"
"#02968","Medal Increase/Decrease"
"#02969","=#01056"
"#02970","Purchase Date"
"#02971","Recently acquired/used medals."
"#02972","<0> ⇒ <1>"
"#02973","No medal purchase history found."
"#02974","Usang"
"#02975","<0> Left"
"#02976","Digunakan"
"#02977","Masa berlaku : <0> hari"
"#02978","Bayar"
"#02979","<0> medals"
"#02980","Gratis"
"#02981","VS Race Info"
"#02982","Match Records"
"#02983","Play"
"#02984","=#02975"
"#02985","From Self"
"#02986","Dari Lawan"
"#02987","Your team is #<0>."
"#02988","Pelatihan mekanik"
"#02989","Go with this training plan?"
"#02990","Detail Latihan"
"#02991","Trainee"
"#02992","Latihan Selesai"
"#02993","The training session has ended."
"#02994","Team Members"
"#02995","Touch for Details"
"#02996","No Applicants"
"#02997","Mechanics to Train"
"#02998","Tap mechanics you wish to train."
"#02999","Staff Tersedia"
"#03000","Sekarang"
"#03001","Biaya"
"#03002","Skills"
"#03003","Contract Driver"
"#03004","Mempekerjakan Mekanik"
"#03005","=#02488"
"#03006"," - "
"#03007","N/A"
"#03008","Issue #1"
"#03009","Issue #<0>"
"#03010","Isi ulang Nitro"
"#03011","Accel."
"#03012","Isi ulang"
"#03013","Collect"
"#03014","Member"
"#03015","Learn Skill"
"#03016","Funds"
"#03017","Kontrak"
"#03018","Tap for Details"
"#03019","mempekerjakan"
"#03020","Dismiss"
"#03021","Renew Contract"
"#03022","=#01869"
"#03023","Tambah Kontrak."
"#03024","Cancel Cont."
"#03025","Design Staff"
"#03026","=#02347"
"#03027","Aero Test Staff"
"#03028","Start Testing"
"#03029","Test Run Staff"
"#03030","Start Test Run"
"#03031","There was no effect..."
"#03032","Energy refilled!"
"#03033","Aura triggered!"
"#03034","Form improved!"
"#03035","Stats increased!"
"#03036","Pakai"
"#03037","Use on whom?"
"#03038","Use which?"
"#03039","Hire Staff"
"#03040","=#00478"
"#03041","=#02450"
"#03042","Funds <0>"
"#03043","Left"
"#03044","<0>D"
"#03045","Locked"
"#03046","Form"
"#03047","Growth"
"#03048","<0> pengemudi"
"#03049"," and"
"#03050","<0> mekanik"
"#03051","<0> Info"
"#03052","Get more friends, receive Crystals!"
"#03053","Friendly Team"
"#03054","Use Ability"
"#03055","The gauge must be charged to use this Ability."
"#03056","Using this ability will consume <0> SP Gauge charge."
"#03057","Obtained <co=3c64c8><0> </co>funds through skillful facility management!"
"#03058","Your staff found <co=3c64c8><0></co> <pic=pt> Research Data all on their own!"
"#03059","<0> staff were tutored, receiving <co=3c64c8><1></co> EXP!"
"#03060","<co=3c64c8><0>%</co> Stamina recovered thanks to a delicious meal!"
"#03061","A small musical performance put <co=3c64c8><0> staff</co> in a great mood!"
"#03062","A musical performance put<co=3c64c8> <0> staff</co> in a great mood!"
"#03063","A big performance put <co=3c64c8><0> staff</co> in a great mood!"
"#03064","<co=3c64c8><0>% </co>Durability restored for all vehicles!"
"#03065","=#02882"
"#03066","Part Info"
"#03067","Equip"
"#03068","Jual <0> x <1>."
"#03069","Forfeit the race?"
"#03070","Only races won in the past can be fast-forwarded."
"#03071","Register for Race"
"#03072","=#00976"
"#03073","Ulangi balapan"
"#03074","Depart for <0>"
"#03075","Tap to Refill"
"#03076","Car #<0>"
"#03077","=#03036"
"#03078","Tap me"
"#03079","Mulai"
"#03080","There are no drivers."
"#03081","Vehicle not selected for race."
"#03082","Driver not selected for race."
"#03083","Select a vehicle and driver."
"#03084","Out of Fuel"
"#03085","Speed will decrease due to insufficient fuel."
"#03086","Race\tBack"
"#03087","Buy fuel?"
"#03088","Withdraw from the <0>?"
"#03089","Withdraw from the <0> race?"
"#03090","There are no vehicles that can race."
"#03091","You got a push notification bonus."
"#03092","dummy"
"#03093","Menerima <0> GP Medal(s)!"
"#03094","Received <pic=medal> <0> GP Medal(s) and the <pic=icon,@> <1>!"
"#03095","Renew the contract?"
"#03096","Pay renewal fee of <0> to renew the contract?"
"#03097","Cancel the contract?"
"#03098","Save failed (<0>)"
"#03099","<0> Now Driving"
"#03100","<0>'s training"
"#03101","Top Time"
"#03102","Activate aura for performance boost!"
"#03103","Low temperature"
"#03104","High temperature"
"#03105","Sponsor Contracts"
"#03106","Next change opportunity: <0>"
"#03107","Apply for Contract"
"#03108","Cancel Contract"
"#03109","Current Sponsors"
"#03110","Evaluasi"
"#03111","Sign with <0>?"
"#03112","Cancel contract with <0>."
"#03113","Sponsorship Fees"
"#03114","=#00176"
"#03115","Pembayaran"
"#03116","Rewards"
"#03117","About Abilities"
"#03118","Tap to read more."
"#03119","Upgrade Menu"
"#03121","Max rank: "
"#03122","Items that can't fit in the warehouse"
"#03123","Discarded in <0>."
"#03124","No races won."
"#03125","Letters"
"#03126","=#01874"
"#03127","Members"
"#03128","=#02585"
"#03129","Parts"
"#03130","Vehicle List"
"#03131","Motorsports Licenses"
"#03132","Not Acquired"
"#03133","No licenses."
"#03134","Team Records"
"#03135","Reached rank <0>."
"#03136","Move to Wheel City"
"#03137","Move to Swiftland"
"#03138","<0> joined the team."
"#03139","Teary farewell to <0>."
"#03140","Developed the <0>."
"#03141","Built the <0>."
"#03142","Beat <0>!"
"#03143","Entered the <0> for the first time."
"#03144","Withdrew from your first <0>."
"#03145","First victory at the <0>!"
"#03146","Victory at the <0>!"
"#03147","Placed #<1> at the <0>."
"#03148","Became the <0> champion!"
"#03149","Won the <0>!"
"#03150","<0> has blown up!"
"#03151","Contracted <0>."
"#03152","Acquired the <0>!"
"#03153","Finished researching the <0>."
"#03154","The <0> team's ready for action!"
"#03155","Berteman <0>."
"#03156","Upgrade Details"
"#03157","<0> Technology"
"#03158","The<co=3c64c8> <0></co>'s performance increased by <co=3c64c8><1>%</co>."
"#03159","<co=3c64c8><0> </co>now in stock."
"#03160","No available labs."
"#03161","Insufficient <0>."
"#03162","Advance which?"
"#03163","Stok"
"#03164","Consumed"
"#03165","Technology advanced."
"#03166","<co=3c64c8><0></co> technology has advanced!"
"#03167","Training"
"#03168","Training: <0>"
"#03169","Bonus: <0>"
"#03170","Sukses !"
"#03171","Failed..."
"#03172","Pay <co=3c64c8><0></co> GP Medal(s) to recover Stamina?"
"#03173","Stamina Recovered"
"#03174","=#00977"
"#03175","Energi"
"#03176","Leveling up..."
"#03177","=#02922"
"#03178","R. Data"
"#03179","Already being tuned…"
"#03180","Touch to Start Tuning."
"#03181","Vehicle cannot be tuned."
"#03182","<0> is at max."
"#03183","=#03130"
"#03184","=#02501"
"#03185","Working"
"#03186","Tune which vehicle?"
"#03187","Vehicle Tuning Results"
"#03188","<0> was greatly improved!"
"#03189","<0> was improved!"
"#03190","Construction Complete"
"#03191","The<co=3c64c8> <0> </co>has been upgraded."
"#03198","The <0> lost effect."
"#03199","Search Failed"
"#03200","A communication error has occurred."
"#03201","Start transfer of game data."
"#03202","Masukan kode data."
"#03203","=#03201"
"#03204","<co=3c64c8>◆Men-transfer Game Data◆"
"#03205","Mengirim Data Game"
"#03206","Receive Game Data"
"#03207","other platform"
"#03208","1. Select Send Game Data on your current device and make a note of the displayed data code.<br>2. Start up the app on the device you want to transfer your data to, select Receive Game Data, enter your password and download the data.<br><co=ff4000><br>Data codes are valid for 1 week. After transfer, your will no longer be able to play the game on the old device.<br>Data from <0> to <1>, or can not data migration of different to the language version of the app"
"#03209","Data transfer complete. Restarting the app."
"#03210","Load failed. Return to previous data?"
"#03211","Cancel data transfer."
"#03212","Start up the device you want to transfer data to and enter the data code.<br><br>Data code: <0>"
"#03213","Transfer berhasil. Mohon hapus permainan ini.<br>Data code: <0>"
"#03214","Sunny Racing"
"#03215","<0> kit"
"#03216","it'll be a disaster..."
"#03217","it won't be perfect..."
"#03218","it should be just fine."
"#03219","it'll turn out great!"
"#03220","it'll be a masterpiece!"
"#03221","****"
"#03222","***"
"#03223","**"
"#03224","*"
"#03225","Standing by (repair priority)..."
"#03226","Tuning <0>: <co=1e1e1e><1>%"
"#03227","Mengembangkan <0>: <co=1e1e1e><1>%"
"#03228","Researching <0>: <co=1e1e1e><1>%"
"#03229","Dismantling <0>: <1>%"
"#03230","Repairing <0>: <co=1e1e1e><1>%"
"#03231","Upgrading <0>: <1>%"
"#03232","Bensin penuh."
"#03233","Nitro penuh."
"#03234","Max Research Data reached."
"#03235","=#01056"
"#03236","Use Medals to speed up?"
"#03248","=#00354"
"#03249","Senin"
"#03250","Selasa"
"#03251","Rabu"
"#03252","Kamis"
"#03253","Jumat"
"#03254","Sabtu"
"#03255","II"
"#03256","III"
"#03257","IV"
"#03258","Race Prize"
"#03259","=#01711"
"#03260","Merah "
"#03261","=#00365"
"#03262","Hijau"
"#03263","Hitam"
"#03264","Kuning"
"#03265","Pink"
"#03266","Putih"
"#03267","Biru muda"
"#03268","Biru tua"
"#03269","Buyback campaign now in progress! Now's the time to sell your unwanted items!"
"#03270","Big sale now in progress! Get great prices on the items you want!"
"#03271","Stamina refill rate increased! Quickly restore your stamina!"
"#03272","Get bonus XP! Now's a great time to level up!"
"#03273","Item drop rate increased! You're now more likely to get items from defeated enemies!"
"#03274","Money drop rate increased! Find more money!"
"#03275","Disinilah kamu dapat mengasah kemampuan ! pelajari kemampuan untuk beberapa mile point!"
"#03276","=#03016"
"#03277","=#01056"
"#03278","GP"
"#03279","Mastered <0>"
"#03280","Yay!"
"#03281","Disana !"
"#03282","Serahkan padaku !"
"#03283","Top form!"
"#03284","Uhm..."
"#03285","Sempurna !"
"#03286","All good"
"#03287","=#03170"
"#03288","Mudah saja!"
"#03289","Oh tidak !"
"#03290","Gelandangan"
"#03291","Huh?"
"#03292","Pedal"
"#03293","=#00249"
"#03294","Steer"
"#03295","=#00975"
"#03296","Aura ON!"
"#03297","Aura!"
"#03298","=#03033"
"#03299","Tap untuk ganti"
"#03300","..."
"#03301","Ini dia."
"#03302","Heh heh"
"#03303","No road..."
"#03304","Showtime!"
"#03305","Sob sob..."
"#03306","Kehabisan bensin"
"#03307","Kita mulai !"
"#03308","Aroma ON!"
"#03309","Lihat ini!"
"#03310","Yum!"
"#03311","Hebat!"
"#03312","Perbesarkan !"
"#03313","Eh?"
"#03314","Whoa!"
"#03315","Hot!"
"#03316","Ayolah !"
"#03317","Uh oh"
"#03318","D-Force!"
"#03319","Maaf..."
"#03320","Upgradable"
"#03322","Harian Grand Prix"
"#03323","Inside View"
"#03324","Discarded in"
"#03325","Race in"
"#03326","Last race in"
"#03327","No grain"
"#03328"," - Muncul isu baru !"
"#03329","Please review Grand Prix 2! You'll get <co=3c64c8>100</co> Research Data for your trouble!"
"#03330","Gambaran yang sempurna ? We're giving out Medals once day for screenshots!"
"#03331"," and <0> jame"
"#03332","<0> hour(s)"
"#03333"," and <0> menit "
"#03334","<0> min(s)"
"#03335"," and <0> detik"
"#03336","<0> dtk"
"#03337","Terima undangan ?<br>Cost: <0>"
"#03338","Sign contract with the promoter?<br>Cost: <0>"
"#03340","Medals"
"#03341","=#01056"
"#03342","You can try for the<co=3c64c8> <0></co>."
"#03343","The<co=0000c8> <0></co> entry is now open."
"#03344","<co=3c64c8><0></co>'s effect has expired."
"#03345","<co=0000c8><0></co> complete!"
"#03346","Balapan usai : <0>."
"#03347","Bagikan"
"#03348","Tidak dapat memulai."
"#03349","An error has occurred. Would you please send the error information to aid in solving the issue?<br>(*No personal information will be sent.)"
"#03350","Matikan Iklan"
"#03351","GP Medals/Medal Packs"
"#03352","Spring Deal"
"#03353","Gold Patch"
"#03354","Platinum Patch"
"#03355","The purchase failed to process correctly."
"#03356","Server sedang maintenance."
"#03357","The server is undergoing maintenance.<br><br>To receive your purchased items, wait a short time and then restart the app or recover the items from purchase history."
"#03358","Login Bonus"
"#03359","Network Bonus"
"#03360","Shop"
"#03361","Playing Game"
"#03362","Recovery"
"#03363","Carry Over"
"#03364","Your ID"
"#03365","<co=fee901><0> </co>ranked up!"
"#03366","<co=fee901><0> </co>friend(s) ranked up!"
"#03367","GP Medals obtained: <co=0070ff><0></co>."
"#03368","Nickname"
"#03369","Friend's ID"
"#03370","By the way, don't delete this app or all of your friend data will be lost for good."
"#03371","Friend Bonus (<0> remaining)"
"#03372","You can register up to <0> friends. There are special bonuses for getting more friends, so ask other users for their IDs and add them!"
"#03373","GP Medals: <0>"
"#03374","Grand Prix Story 2 Friend Request"
"#03375","Become my friend in Grand Prix Story 2!"
"#03376","Install Grand Prix Story 2, go to Friends and search for my ID: <1>.<br><br>You can download the game here:<br><2>"
"#03377","<co=3c64c8><0></co> wants to race against us!"
"#03378","A new race has been unlocked."
"#03379","""<co=0000c8><0></co>"" can be researched."
"#03380","<co=0000c8><0></co> is now on sale!"
"#03381","<0> now available!"
"#03382","Collected<co=3c64c8> <0> x <1>."
"#03383","Funds obtained today: <co=0000c8><0></co>."
"#03384","<co=000080><0></co>'s contract expires tomorrow."
"#03385","Tomorrow is the contract renewal day for <0> driver(s)."
"#03386","<co=3c64c8><0> </co>upgrade cancelled."
"#03388","You withdrew from the <co=0000c8><0></co>."
"#03389","Instructed to repair <co=000080><0></co>."
"#03390","Starting the<co=3c64c8> <0> </co>upgrade."
"#03391","Mechanic started training."
"#03392","Items not in storage have been discarded."
"#03393","<co=3c64c8><0> </co>complete!"
"#03394","Mengembalikan <co=3c64c8> <0> </co>dan menggerakkan biaya."
"#03395","Pengembalian Error"
"#03396","Pembelian telah dikembalikan."
"#03397","Berlari"
"#03398","Latihan Menanjak"
"#03399","Belajar"
"#03400","Menari"
"#03401","Part-Time Work"
"#03402","Latihan Kecepatan tinggi"
"#03403","Latihan Daya tarik"
"#03404","=#01206"
"#03405","Army Car Study"
"#03406","=#01209"
"#03407","=#01210"
"#03408","=#01212"
"#03409","Reflex Drill"
"#03410","=#01214"
"#03411","=#01216"
"#03412","=#01217"
"#03413","=#01218"
"#03414","=#01203"
"#03415","=#01207"
"#03416","Car Restoration"
"#03417","Pelatihan pilot"
"#03418","=#01219"
"#03419","The display area stream now larger and can also be viewed stream <co=3366ff>landscape mode</co>!"
"#03420","You've successfully removed ads from the game!"
"#03421","Kamu juga dapat memutar tampilan jika perangkat kamu mendukungnya ! ubah aktif or matikan melalui \""System\"" > \""Options.\"""
"#03422","Maybe the new display will offer fresh perspectives on the game! Enjoy!"
"#03423","Mohon pastikan koneksi tersambung, cek sinyal kamu, dan 
mulai ulang game ini. Beberapa fitur tidak akan dapat di akses saat tidak ada koneksi."
"#03424","Pesan"
"#03425","=#03424"
"#03426","Sedang Mengirimkan"
"#03427","OK"
"#03428","Assalamualaikum, Selamat datang !"
"#03429","Terjual habis"
"#03430","Heh heh. Mana yang kamu inginkan ?"
"#03431","A communication error occurred."
"#03432","Beli Barang"
"#03433","Read Terms of Use (Required)"
"#03434","Accept terms and proceed."
"#03435","Restart after purchase to claim items."
"#03436","Mem-proses"
"#03437","Accept terms and proceed"
"#03438","Peringatan"
"#03440","Select a Shop"
"#03441","Produk Pumpkin"
"#03442","Toko tiket"
"#03443","Oh, sayangnya... Kita <co=60,100,200>tidak dapat menghubungi </co> Markas korporasi."
"#03444","Come back to the shop after checking your signal and communications status."
"#03445","Our usual impressive selection of products should be available to you then."
"#03446","We'll be waiting!"
"#03447","Here we sell tickets--premium items not easily found anywhere else stream the world."
"#03448","They're a bit pricey, so think carefully before buying, okay?"
"#03449","Heh heh."
"#03450","=#03428"
"#03451","Ah, unfortunately we're <co=60,100,200>sold out</co> of that, but please have a look at our other offerings."
"#03452","You can't exceed <0> tickets."
"#03453","Ah, an excellent choice."
"#03454","This wonderful item can only be purchased with <co=60,100,200>actual, real-life money</co>."
"#03455","Children must check with a <co=60,100,200>parent or guardian</co> before making purchases."
"#03456","This shop will be open at all times now, so stop by anytime."
"#03457","Come again!"
"#03458","=#01056"
"#03459","Play time: <0> hr <1> min"
"#03460","Friend Request"
"#03461","You can register up to five<br>friends. You'll earn bonuses<br>at game startup based on their<br>total play time. Ask friends for<br>their IDs to add them."
"#03462","=#03368"
"#03463","nickname"
"#03464","Enter a nickname."
"#03465","Nickname cannot include spaces."
"#03466","Contains one or more unusable characters."
"#03467","=#03369"
"#03468","friend's ID"
"#03469","Enter your friend's ID."
"#03470","Congratulations! You get a bonus for registering a new <co=60,100,200>friend</co>!"
"#03471","If you both continue playing, you'll earn more bonuses stream the future!"
"#03472","By the way, <co=255,0,0>don't delete this app</co> or all of your friend data will be lost for good."
"#03473","Getting Started"
"#03474","Please enter your nickname."
"#03475","Tap here"
"#03476","It can be changed later."
"#03477","=#03427"
"#03478","Enter a new nickname."
"#03479","<0>  <1> hr <2> min"
"#03480","Last Played"
"#03481","Total:"
"#03482","<0> hr <1> min"
"#03483","has sent a friend request."
"#03484","<0> other(s)"
"#03485","Find a friend"
"#03486","Help"
"#03487","Share ID"
"#03488","Your ID (tap to share)"
"#03489","Search here"
"#03490","Enter here"
"#03491","Search"
"#03492","=#03424"
"#03493","Approval may take time."
"#03494","Request"
"#03495","=#01865"
"#03496","Friend request sent to"
"#03497","Please wait for approval."
"#03498","=#03424"
"#03499","Close"
"#03500","Updates may take time."
"#03501","Approve"
"#03502","Decline"
"#03503","Friend Added"
"#03504","New Friend"
"#03505","<co=0070FF><0></co><br>added."
"#03506","You may receive bonuses."
"#03507","The player will not be notified."
"#03508","Delete"
"#03509","Back"
"#03510","Delete<br><0>?"
"#03511","About Friends"
"#03512","Friend Bonus (every <0> min)"
"#03513","You got a friend bonus of <co=254,233,1><0></co> hr <co=254,233,1><1></co> min."
"#03514","(Max)"
"#03515","Claim"
"#03516","Next Time"
"#03517","Friend Bonus"
"#03518","You got<br><co=0070FF><0> tickets</co>."
"#03519","=#03517"
"#03520","New friends: <co=254,233,1><0></co>"
"#03521","You've added<br><co=0,128,255><0></co>!"
"#03522","Transmission failed. Check your settings and try again later."
"#03523","Please enter the shop code (for customer support only)."
"#03524","Shop Code"
"#03525","Receive save data"
"#03526","Please enter your\ninquiry support code."
"#03527","Inquiry support code"
"#03528","Recommended Apps"
"#03529","Go to Title Screen"
"#03530","Invite your friends!"
"#03531","You can't register 0 points."
"#03532","You can't register <0>."
"#03533","Updating app..."
"#03534","Authentication failed. Please use the account you used to purchase the app and check your signal."
"#03535","Please use the account you used to purchase the app and check your signal."
"#03536","Landscape mode available"
"#03537","in the Full Version!"
"#03538","Do not use: <0>"
"#03539","Please enter a <0>."
"#03540","Loading"
"#03541","Loading failed"
"#03542","=#03079"
"#03543","Slot"
"#03544","Resume"
"#03545","Load Data"
"#03546","No autosave data"
"#03547","Empty"
"#03548","Yr <0>"
"#03549","Mn <0> Wk <1>"
"#03550","Do not use: / | < > \\"
"#03551","Select data to load"
"#03552","No save data found"
"#03553","About the Game"
"#03554","Max Clear Points"
"#03555","=#02776"
"#03556","=#02776"
"#03557","Full Ver."
"#03558","Get the full version to upload your hi scores!"
"#03559","Well done. You've finished the Lite version."
"#03560","After this you'll jump to our site, so check it out!"
"#03561","Thanks for playing!"
"#03562","The latest <0><br>is now on sale."
"#03563","Yes"
"#03564","No"
"#03565","System"
"#03566","Save"
"#03567","Options"
"#03568","=#03486"
"#03569","High Score"
"#03570","Quit"
"#03571","Continue"
"#03572","New Game"
"#03573","Build"
"#03574","Info"
"#03575","=#01870"
"#03576","Title"
"#03577","Subtotal: <0>"
"#03578","Total: <0>"
"#03579","=#01056"
"#03580","=#01056"
"#03581","=#01056"
"#03582","Saving game..."
"#03583","Speech Window"
"#03584","Event"
"#03585","=#03567"
"#03586","Priority"
"#03587","Speed"
"#03588","Music"
"#03589","SFX"
"#03590","Rotation"
"#03591","Graphics"
"#03592","Perf."
"#03593","Fast"
"#03594","Normal"
"#03595","Auto"
"#03596","Lock"
"#03597","Selecting “Perf.” prioritizes"
"#03598","performance over graphics."
"#03599","Change the game's speed."
"#03600","(Unlocked after beating game.)"
"#03601","Choose to automatically"
"#03602","rotate the screen or not."
"#03603","Adjust the volume."
"#03605","(C) Kairosoft Co., Ltd."
"#03606","=#03605"
"#03607","Clear Points"
